id,listing_url,scrape_id,host_id,host_name,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,city,state,zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,cancellation_policy,calculated_host_listings_count,reviews_per_month
20651281,https://www.airbnb.com/rooms/20651281,2.0171E+13,147679854,Zoe,53%,f,1,1,Brooklyn,NY,11206,Apartment,Private room,3,1,1,1,Real Bed,$45.00 ,,,$0.00 ,$0.00 ,2,$16.00 ,3,80,9,8,9,9,10,8,moderate,1,3
20555952,https://www.airbnb.com/rooms/20555952,2.0171E+13,4920616,Cristina,67%,f,1,1,Brooklyn,NY,11231,Apartment,Shared room,2,1,1,1,Real Bed,$75.00 ,,,$100.00 ,$10.00 ,1,$25.00 ,0,,,,,,,,moderate,1,
11743260,https://www.airbnb.com/rooms/11743260,2.0171E+13,4771415,Drew,100%,t,1,1,New York,NY,10011,Loft,Entire home/apt,10,2,4,6,Real Bed,$699.00 ,,,$500.00 ,$275.00 ,4,$100.00 ,53,97,10,10,10,10,10,9,strict,1,2.98
5699348,https://www.airbnb.com/rooms/5699348,2.0171E+13,8686625,Marie,100%,f,1,1,New York,NY,10128,Apartment,Entire home/apt,2,1,1,1,Real Bed,$165.00 ,"$1,050.00 ","$4,000.00 ",$150.00 ,$75.00 ,2,$50.00 ,86,87,9,9,10,10,9,9,strict,1,2.98
20516667,https://www.airbnb.com/rooms/20516667,2.0171E+13,104238268,Kory,100%,f,3,3,New York,NY,10027,Apartment,Entire home/apt,4,1,1,2,Real Bed,$199.00 ,,,$500.00 ,$80.00 ,4,$20.00 ,0,,,,,,,,moderate,3,
20572603,https://www.airbnb.com/rooms/20572603,2.0171E+13,146775103,Jamaai,100%,f,1,1,Brooklyn,NY,11207,Loft,Entire home/apt,2,1,1,2,Real Bed,$90.00 ,,,$100.00 ,$45.00 ,2,$40.00 ,6,100,10,10,10,10,9,10,moderate,1,6
7917251,https://www.airbnb.com/rooms/7917251,2.0171E+13,41747327,Amy,71%,f,1,1,New York,NY,10002,Apartment,Entire home/apt,2,1,1,2,Real Bed,$132.00 ,,,$350.00 ,$60.00 ,1,$30.00 ,26,86,9,8,10,10,9,8,strict,1,1.06
16440383,https://www.airbnb.com/rooms/16440383,2.0171E+13,570442,Maria,100%,f,1,1,Queens,NY,11435,Apartment,Private room,1,1.5,1,1,Real Bed,$85.00 ,,,$200.00 ,$45.00 ,1,$50.00 ,0,,,,,,,,moderate,1,
20915518,https://www.airbnb.com/rooms/20915518,2.0171E+13,50271600,Joseph,100%,f,2,2,New York,NY,10032,Apartment,Private room,2,1,1,1,Real Bed,$90.00 ,,,,,1,$0.00 ,2,90,10,10,10,10,10,10,moderate,2,2
11760914,https://www.airbnb.com/rooms/11760914,2.0171E+13,62591965,Joan,100%,f,1,1,Brooklyn,NY,11233,Apartment,Entire home/apt,4,2,3,3,Real Bed,$125.00 ,,,,,1,$0.00 ,18,88,9,9,9,10,9,9,flexible,1,1.42
6590569,https://www.airbnb.com/rooms/6590569,2.0171E+13,20113500,Clement,,f,1,1,New York,NY,10011,Apartment,Private room,2,1,1,1,Real Bed,$110.00 ,$800.00 ,"$1,800.00 ",,$20.00 ,1,$8.00 ,2,80,9,5,9,8,9,8,strict,1,0.08
18042238,https://www.airbnb.com/rooms/18042238,2.0171E+13,100345999,Leigh,,f,1,1,Brooklyn,NY,11238,Apartment,Entire home/apt,2,1,1,1,Real Bed,$80.00 ,,,,,1,$0.00 ,1,100,8,8,8,10,10,10,moderate,1,0.19
23545,https://www.airbnb.com/rooms/23545,2.0171E+13,92411,Karen,100%,f,1,1,New York,NY,10031,House,Entire home/apt,7,2,2,5,Real Bed,$240.00 ,,,$250.00 ,,6,$50.00 ,179,95,10,10,10,9,9,9,strict,1,1.96
19768670,https://www.airbnb.com/rooms/19768670,2.0171E+13,64072230,Jeannette,100%,f,1,1,Brooklyn,NY,11226,Apartment,Entire home/apt,2,1,0,1,Real Bed,$60.00 ,,,$0.00 ,$15.00 ,1,$0.00 ,4,87,9,9,9,9,8,9,moderate,1,1.41
8986308,https://www.airbnb.com/rooms/8986308,2.0171E+13,21293445,Ryan,,f,1,1,Brooklyn,NY,11215,Apartment,Private room,2,1.5,1,1,Real Bed,$155.00 ,,,,,1,$0.00 ,0,,,,,,,,flexible,1,
15158791,https://www.airbnb.com/rooms/15158791,2.0171E+13,84558839,Mitch,100%,t,1,1,Brooklyn,NY,11235,Apartment,Entire home/apt,3,1,2,3,Real Bed,$130.00 ,,,$0.00 ,$40.00 ,2,$20.00 ,24,97,10,10,10,10,10,10,moderate,1,1.93
19516485,https://www.airbnb.com/rooms/19516485,2.0171E+13,747031,Jack,100%,f,3,3,Brooklyn,NY,11249,Apartment,Private room,2,1,1,1,Real Bed,$75.00 ,,,$0.00 ,$40.00 ,1,$0.00 ,3,100,10,10,10,10,10,10,strict,3,0.99
15034950,https://www.airbnb.com/rooms/15034950,2.0171E+13,16539899,Kevin,,f,1,1,Brooklyn,NY,11216,Apartment,Private room,2,1,3,1,Real Bed,$50.00 ,,,,,1,$0.00 ,0,,,,,,,,flexible,1,
2160982,https://www.airbnb.com/rooms/2160982,2.0171E+13,11027504,Gustavo,100%,f,1,1,Brooklyn,NY,11238,Apartment,Entire home/apt,4,1,2,2,Real Bed,$200.00 ,"$1,300.00 ","$4,500.00 ",,$50.00 ,1,$0.00 ,45,87,9,9,10,9,10,9,moderate,1,1.07
17480547,https://www.airbnb.com/rooms/17480547,2.0171E+13,83351115,Samuel,,f,1,1,Brooklyn,NY,11221,Apartment,Private room,2,1,1,1,Real Bed,$50.00 ,,,,,1,$0.00 ,0,,,,,,,,flexible,1,
8354416,https://www.airbnb.com/rooms/8354416,2.0171E+13,3273354,Peter And Janet,86%,f,1,1,Long Island City,NY,11101,Loft,Private room,2,0.5,1,1,Real Bed,$97.00 ,$725.00 ,,$100.00 ,$35.00 ,1,$40.00 ,10,100,10,10,10,10,9,9,moderate,1,0.41
17444683,https://www.airbnb.com/rooms/17444683,2.0171E+13,1004393,Teresa,100%,f,1,1,New York,NY,10023,Apartment,Entire home/apt,2,1,0,1,Airbed,$139.00 ,,,$0.00 ,$40.00 ,1,$0.00 ,0,,,,,,,,strict,1,
2055467,https://www.airbnb.com/rooms/2055467,2.0171E+13,10526877,Steven,,f,1,1,New York,NY,10003,Apartment,Entire home/apt,3,1,2,3,Real Bed,$150.00 ,$900.00 ,"$3,400.00 ",,,1,$0.00 ,0,,,,,,,,flexible,1,
7289032,https://www.airbnb.com/rooms/7289032,2.0171E+13,9811711,Luna,,f,1,1,New York,NY,10028,Apartment,Entire home/apt,2,1,1,2,Real Bed,$200.00 ,,,,$10.00 ,2,$35.00 ,0,,,,,,,,strict,1,
7008889,https://www.airbnb.com/rooms/7008889,2.0171E+13,24239434,Tiancong,,f,1,1,New York,NY,10011,Apartment,Entire home/apt,4,1,1,1,Real Bed,$99.00 ,,,,,1,$0.00 ,0,,,,,,,,flexible,1,
4110645,https://www.airbnb.com/rooms/4110645,2.0171E+13,21327210,David,100%,f,2,2,Brooklyn,NY,11220,Apartment,Private room,2,1,1,1,Real Bed,$80.00 ,$500.00 ,"$1,700.00 ",$0.00 ,$30.00 ,1,$15.00 ,40,98,10,10,10,10,10,10,strict,2,1.08
4407557,https://www.airbnb.com/rooms/4407557,2.0171E+13,2270166,Reggie,100%,f,1,1,New York,NY,10040,Apartment,Entire home/apt,4,1,1,1,Real Bed,$175.00 ,,,$0.00 ,$20.00 ,1,$50.00 ,0,,,,,,,,flexible,1,
12651245,https://www.airbnb.com/rooms/12651245,2.0171E+13,68719139,Nick,,f,1,1,Brooklyn,NY,11238,Apartment,Private room,1,1,1,1,Real Bed,$40.00 ,,,,$25.00 ,1,$0.00 ,4,95,10,10,9,10,9,10,moderate,1,0.29
643948,https://www.airbnb.com/rooms/643948,2.0171E+13,400262,Grace,100%,t,1,1,New York,NY,10034,Apartment,Private room,3,1,1,1,Real Bed,$63.00 ,,,,$32.00 ,1,$27.00 ,188,94,9,10,10,10,9,9,strict,1,3.08
2255340,https://www.airbnb.com/rooms/2255340,2.0171E+13,8312378,Ever,90%,t,2,2,New York,NY,10012,Apartment,Entire home/apt,4,1,2,2,Real Bed,$289.00 ,,,$500.00 ,$79.00 ,1,$0.00 ,8,98,10,10,10,10,10,10,strict,2,0.38
4243533,https://www.airbnb.com/rooms/4243533,2.0171E+13,8732038,Lorna,,f,1,1,Queens,NY,11377,Apartment,Private room,1,1,1,1,Real Bed,$100.00 ,,,,,1,$0.00 ,0,,,,,,,,flexible,1,
3043029,https://www.airbnb.com/rooms/3043029,2.0171E+13,1451702,Paco,100%,f,2,2,New York,NY,10009,Apartment,Entire home/apt,5,1,2,2,Real Bed,$225.00 ,,,,$80.00 ,1,$0.00 ,0,,,,,,,,flexible,1,
19096160,https://www.airbnb.com/rooms/19096160,2.0171E+13,10697117,Joey,100%,f,1,1,Brooklyn,NY,11226,Apartment,Private room,2,2,1,1,Real Bed,$40.00 ,,,,,1,$0.00 ,1,100,10,10,10,10,10,10,flexible,1,0.32
4025325,https://www.airbnb.com/rooms/4025325,2.0171E+13,20869217,Sarah,,f,1,1,New York,NY,10025,Apartment,Entire home/apt,4,1,1,2,Real Bed,$224.00 ,,,"$2,000.00 ",$200.00 ,2,$50.00 ,21,99,10,10,10,10,9,10,strict,1,0.96
14016206,https://www.airbnb.com/rooms/14016206,2.0171E+13,18881301,Brittany,,f,1,1,Brooklyn,NY,11211,Apartment,Private room,1,1,1,1,Real Bed,$66.00 ,,,$100.00 ,$20.00 ,1,$0.00 ,0,,,,,,,,flexible,1,
16769479,https://www.airbnb.com/rooms/16769479,2.0171E+13,8918223,Jag,90%,f,1,1,New York,NY,10009,Apartment,Entire home/apt,2,1,1,1,Real Bed,$175.00 ,,,$250.00 ,$100.00 ,2,$50.00 ,5,88,9,8,8,10,9,8,moderate,1,0.74
12979462,https://www.airbnb.com/rooms/12979462,2.0171E+13,71453552,Lynette And Evan,100%,f,2,2,Brooklyn,NY,11205,Apartment,Entire home/apt,6,1,2,3,Real Bed,$129.00 ,,,$100.00 ,$93.00 ,2,$20.00 ,67,94,10,9,10,10,9,9,moderate,2,4
818451,https://www.airbnb.com/rooms/818451,2.0171E+13,4298896,Nathalie,50%,f,1,1,New York,NY,10021,Apartment,Entire home/apt,2,1,1,1,Real Bed,$150.00 ,,,$200.00 ,,1,$0.00 ,21,90,10,9,10,10,9,9,strict,1,0.41
14133414,https://www.airbnb.com/rooms/14133414,2.0171E+13,37312959,Maya,100%,t,11,11,East Elmhurst ,NY,11369,Apartment,Private room,1,1,1,1,Real Bed,$25.00 ,,,,$8.00 ,1,$0.00 ,132,97,10,10,10,10,10,10,strict,5,9.04
14787890,https://www.airbnb.com/rooms/14787890,2.0171E+13,92010242,Matt,100%,f,6,6,New York,NY,10031,Townhouse,Private room,2,1,1,1,Real Bed,$95.00 ,,,$200.00 ,$10.00 ,2,$20.00 ,83,97,10,9,10,10,9,10,strict,6,6.59
13951120,https://www.airbnb.com/rooms/13951120,2.0171E+13,27498854,Benjamin,,f,1,1,Brooklyn,NY,11221,Apartment,Private room,2,1,1,1,Real Bed,$78.00 ,,,$100.00 ,$20.00 ,1,$0.00 ,0,,,,,,,,flexible,1,
10225827,https://www.airbnb.com/rooms/10225827,2.0171E+13,3275224,Wendy,100%,t,1,1,New York,NY,10001,Apartment,Entire home/apt,4,1,1,2,Real Bed,$210.00 ,"$1,200.00 ","$4,200.00 ",,$50.00 ,2,$20.00 ,41,99,10,10,10,10,10,10,moderate,1,2.29
9241956,https://www.airbnb.com/rooms/9241956,2.0171E+13,23267314,Amelia,100%,f,2,2,New York,NY,10018,Apartment,Entire home/apt,4,1,1,3,Real Bed,$177.00 ,$696.00 ,"$2,600.00 ",,$90.00 ,1,$0.00 ,75,93,9,9,10,9,10,9,moderate,2,3.38
16449891,https://www.airbnb.com/rooms/16449891,2.0171E+13,1704249,Tony,100%,f,1,1,New York,NY,10003,Apartment,Entire home/apt,2,1,1,1,Real Bed,$150.00 ,,,$300.00 ,$20.00 ,1,$0.00 ,5,88,9,8,10,10,10,9,strict,1,0.7
11843397,https://www.airbnb.com/rooms/11843397,2.0171E+13,23994508,Erika,80%,f,1,1,New York,NY,10029,Apartment,Private room,2,1,1,1,Real Bed,$80.00 ,,,,,1,$0.00 ,80,95,10,10,10,10,9,9,moderate,1,4.4
19228956,https://www.airbnb.com/rooms/19228956,2.0171E+13,19783595,Romy,100%,f,1,1,New York,NY,10029,Apartment,Entire home/apt,4,1,1,2,Real Bed,$120.00 ,,,,$30.00 ,2,$0.00 ,9,89,9,9,10,10,9,9,strict,1,2.73
18718070,https://www.airbnb.com/rooms/18718070,2.0171E+13,2434499,Paul,,f,1,1,Brooklyn,NY,11205,Apartment,Entire home/apt,2,1,1,1,Real Bed,$114.00 ,,,,,1,$0.00 ,0,,,,,,,,flexible,1,
8412352,https://www.airbnb.com/rooms/8412352,2.0171E+13,44314131,Raphael,,f,1,1,Brooklyn,NY,11213,Apartment,Entire home/apt,7,1,2,5,Real Bed,$160.00 ,$800.00 ,,,,1,$0.00 ,1,100,10,10,10,10,10,10,flexible,1,0.04
19586663,https://www.airbnb.com/rooms/19586663,2.0171E+13,137673701,Brama,100%,f,1,1,Brooklyn,NY,11215,Apartment,Private room,1,1,0,1,Real Bed,$45.00 ,,,$0.00 ,$50.00 ,1,$0.00 ,1,100,10,10,10,10,10,10,moderate,1,0.54
8857842,https://www.airbnb.com/rooms/8857842,2.0171E+13,46372931,Bahar,,f,1,1,Brooklyn,NY,11205,Apartment,Private room,2,1,1,1,Real Bed,$100.00 ,,,$800.00 ,$40.00 ,1,$20.00 ,8,95,10,9,10,10,10,10,strict,1,0.35
7742486,https://www.airbnb.com/rooms/7742486,2.0171E+13,40695843,Maia,88%,f,1,1,New York,NY,,Apartment,Entire home/apt,3,1,1,2,Real Bed,$140.00 ,,,$150.00 ,$60.00 ,2,$15.00 ,16,93,9,10,10,10,10,10,flexible,1,1.09
182727,https://www.airbnb.com/rooms/182727,2.0171E+13,750992,Ramsay,100%,f,1,1,Brooklyn,NY,11211,Apartment,Entire home/apt,2,1,1,1,Real Bed,$180.00 ,"$1,200.00 ","$3,500.00 ",$400.00 ,$60.00 ,1,$0.00 ,23,94,10,9,10,10,10,9,moderate,1,0.38
8798499,https://www.airbnb.com/rooms/8798499,2.0171E+13,46105205,William,100%,f,1,1,New York,NY,10002,Apartment,Private room,1,1,1,1,Real Bed,$75.00 ,,"$1,650.00 ",$0.00 ,$0.00 ,1,$0.00 ,13,98,10,10,10,10,10,10,moderate,1,0.59
4057099,https://www.airbnb.com/rooms/4057099,2.0171E+13,20798067,Екатерина,,f,1,1,New York,NY,10009,Apartment,Entire home/apt,3,1,0,1,Real Bed,$149.00 ,"$1,000.00 ","$4,200.00 ",,$50.00 ,2,$20.00 ,43,79,9,8,8,8,10,8,strict,1,1.18
14744735,https://www.airbnb.com/rooms/14744735,2.0171E+13,943367,Tracie,50%,f,1,1,Brooklyn,NY,11222,Loft,Private room,1,1,1,1,Real Bed,$55.00 ,,,,$50.00 ,1,$0.00 ,2,90,9,7,10,10,10,10,strict,1,0.16
2236318,https://www.airbnb.com/rooms/2236318,2.0171E+13,11417462,Steve,,f,1,1,New York,NY,10023,Apartment,Entire home/apt,4,1,2,2,Real Bed,$350.00 ,,,$400.00 ,,2,$25.00 ,7,91,9,8,10,10,10,9,moderate,1,0.28
17495095,https://www.airbnb.com/rooms/17495095,2.0171E+13,118539432,Patricia,100%,t,1,1,New York,NY,10002,Apartment,Entire home/apt,3,1,1,2,Real Bed,$221.00 ,,,$100.00 ,$75.00 ,1,$0.00 ,31,97,10,10,10,10,10,10,strict,1,4.45
9194876,https://www.airbnb.com/rooms/9194876,2.0171E+13,1991121,Ifeona,,f,1,1,Brooklyn,NY,11225,Apartment,Private room,1,1,1,1,Real Bed,$70.00 ,,,,$25.00 ,1,$0.00 ,0,,,,,,,,flexible,1,
7024538,https://www.airbnb.com/rooms/7024538,2.0171E+13,16112564,Laszlo Jakab,,f,1,1,Brooklyn,NY,11201,Apartment,Entire home/apt,2,1,1,1,Real Bed,$130.00 ,,"$2,800.00 ",,,1,$0.00 ,1,,,,,,,,flexible,1,0.04
20812365,https://www.airbnb.com/rooms/20812365,2.0171E+13,76227113,Omar,100%,f,1,1,New York,NY,10026,Apartment,Entire home/apt,4,1,2,2,Real Bed,$200.00 ,,,$500.00 ,$80.00 ,1,$0.00 ,4,100,10,10,10,10,10,10,strict,1,4
4904582,https://www.airbnb.com/rooms/4904582,2.0171E+13,25249481,Jacqueline,100%,f,1,1,Bronx,NY,10457,Apartment,Private room,2,1,1,1,Real Bed,$35.00 ,$266.00 ,"$1,000.00 ",$150.00 ,$25.00 ,1,$25.00 ,5,88,10,9,10,10,8,9,strict,1,0.29
5707711,https://www.airbnb.com/rooms/5707711,2.0171E+13,29592244,S,100%,t,1,1,Queens,NY,11375,Apartment,Private room,2,1,1,1,Real Bed,$59.00 ,,,$0.00 ,$30.00 ,1,$0.00 ,81,94,10,10,10,10,9,9,moderate,1,2.71
2842830,https://www.airbnb.com/rooms/2842830,2.0171E+13,10149513,Tessa,100%,t,1,1,Brooklyn,NY,11249,Apartment,Private room,2,1,1,2,Real Bed,$159.00 ,,,$500.00 ,$20.00 ,2,$35.00 ,39,99,10,10,10,10,10,10,moderate,1,0.94
8830869,https://www.airbnb.com/rooms/8830869,2.0171E+13,12650081,Cassie,100%,t,1,1,New York,NY,10011,Apartment,Entire home/apt,2,1,1,1,Real Bed,$190.00 ,,,,$75.00 ,1,$0.00 ,27,99,10,10,10,10,10,10,strict,1,1.27
19178193,https://www.airbnb.com/rooms/19178193,2.0171E+13,22963944,Sonali,100%,f,2,2,Brooklyn,NY,11215,Apartment,Entire home/apt,4,1,1,2,Real Bed,$146.00 ,,,$300.00 ,$70.00 ,2,$25.00 ,23,97,10,10,10,10,10,9,strict,2,6.39
3933017,https://www.airbnb.com/rooms/3933017,2.0171E+13,3250506,Jonas,100%,t,1,1,New York,NY,10014,Apartment,Entire home/apt,4,1,1,3,Real Bed,$219.00 ,,,$100.00 ,$100.00 ,2,$40.00 ,118,96,10,9,10,10,10,9,strict,1,3.17
11213679,https://www.airbnb.com/rooms/11213679,2.0171E+13,58416206,Lucy,100%,f,3,3,Brooklyn,NY,11236,Apartment,Private room,2,1,1,1,Real Bed,$60.00 ,,,,$60.00 ,1,$0.00 ,1,80,10,8,10,10,10,8,strict,2,1
20736892,https://www.airbnb.com/rooms/20736892,2.0171E+13,1159703,Jake,100%,f,1,1,Brooklyn,NY,11211,Apartment,Entire home/apt,3,1,1,1,Real Bed,$150.00 ,,,$0.00 ,$50.00 ,4,$25.00 ,2,100,10,9,10,10,10,10,flexible,1,2
19664338,https://www.airbnb.com/rooms/19664338,2.0171E+13,6874740,Bloz,83%,f,4,4,Queens,NY,11106,Apartment,Private room,3,1.5,1,1,Real Bed,$56.00 ,,,$100.00 ,$0.00 ,2,$25.00 ,10,86,10,8,10,10,9,9,strict,4,3.45
8782401,https://www.airbnb.com/rooms/8782401,2.0171E+13,5170691,David,100%,f,1,1,New York,NY,10034,Apartment,Entire home/apt,2,1,1,1,Real Bed,$135.00 ,,,,$60.00 ,1,$0.00 ,22,99,10,10,10,10,10,10,moderate,1,1.19
21172321,https://www.airbnb.com/rooms/21172321,2.0171E+13,36676337,Michelle,,f,1,1,New York,NY,10016,Apartment,Entire home/apt,2,1,1,1,Real Bed,$180.00 ,,,$200.00 ,$50.00 ,2,$50.00 ,0,,,,,,,,strict,1,
4069341,https://www.airbnb.com/rooms/4069341,2.0171E+13,21105084,Sugeiry,100%,f,2,2,New York,NY,10027,Apartment,Entire home/apt,5,1,1,2,Real Bed,$145.00 ,,,,$40.00 ,2,$30.00 ,32,95,10,10,10,10,9,9,strict,2,0.86
13170777,https://www.airbnb.com/rooms/13170777,2.0171E+13,226436,Porfirio,100%,f,1,1,Brooklyn,NY,11249,Apartment,Entire home/apt,2,2,1,1,Real Bed,$350.00 ,,,$0.00 ,$200.00 ,1,$0.00 ,0,,,,,,,,flexible,1,
14742961,https://www.airbnb.com/rooms/14742961,2.0171E+13,3673290,Jennings,,f,1,1,Brooklyn,NY,11238,Apartment,Entire home/apt,2,1,1,1,Real Bed,$100.00 ,,,,$30.00 ,1,$0.00 ,4,100,10,10,10,10,10,10,flexible,1,0.31
7651459,https://www.airbnb.com/rooms/7651459,2.0171E+13,39726069,James,,f,1,1,New York,NY,10013,Apartment,Private room,1,2,1,1,Real Bed,$107.00 ,$658.00 ,,,,1,$0.00 ,2,100,10,10,10,10,10,10,moderate,1,0.08
14214315,https://www.airbnb.com/rooms/14214315,2.0171E+13,10055751,Julie,,f,2,2,Brooklyn,NY,11238,Apartment,Private room,3,1,1,1,Real Bed,$65.00 ,,,,$25.00 ,1,$15.00 ,11,89,9,9,9,10,9,9,moderate,2,0.8
18449954,https://www.airbnb.com/rooms/18449954,2.0171E+13,127910599,Joy,100%,t,1,1,Brooklyn,NY,11216,Apartment,Entire home/apt,2,1,0,1,Real Bed,$90.00 ,,,$100.00 ,$60.00 ,1,$0.00 ,17,99,10,10,10,10,9,10,strict,1,3.75
9790355,https://www.airbnb.com/rooms/9790355,2.0171E+13,50459536,Ryan,,f,1,1,New York,NY,10014,Apartment,Private room,2,2,1,1,Real Bed,$300.00 ,"$1,250.00 ",,,,4,$0.00 ,0,,,,,,,,flexible,1,
6571730,https://www.airbnb.com/rooms/6571730,2.0171E+13,28421436,Leah,100%,f,2,2,New York,NY,10031,Apartment,Private room,2,1,1,1,Real Bed,$60.00 ,,,,$10.00 ,1,$20.00 ,9,91,9,9,9,9,9,9,moderate,2,0.81
9926058,https://www.airbnb.com/rooms/9926058,2.0171E+13,46887682,Anusheh,,f,1,1,Brooklyn,NY,11237,Apartment,Private room,2,1,1,1,Real Bed,$35.00 ,,,,,1,$0.00 ,1,100,8,10,10,8,8,8,flexible,1,0.05
18069030,https://www.airbnb.com/rooms/18069030,2.0171E+13,7649690,Wael,80%,f,3,3,Brooklyn,NY,11206,Apartment,Entire home/apt,2,1,1,1,Real Bed,$150.00 ,,,$500.00 ,$80.00 ,1,$0.00 ,6,97,10,10,10,10,9,10,strict,1,1.33
29628,https://www.airbnb.com/rooms/29628,2.0171E+13,127608,Chris,100%,t,1,1,Brooklyn,NY,11238,Apartment,Private room,2,1,1,1,Real Bed,$89.00 ,$595.00 ,"$2,000.00 ",,$30.00 ,1,$0.00 ,206,98,10,10,10,10,10,10,moderate,1,2.31
19963878,https://www.airbnb.com/rooms/19963878,2.0171E+13,12691883,Regina,100%,f,1,1,Brooklyn,NY,11211,Apartment,Entire home/apt,2,1,0,1,Real Bed,$175.00 ,,,,,1,$0.00 ,2,100,10,10,10,10,10,10,flexible,1,0.97
17629529,https://www.airbnb.com/rooms/17629529,2.0171E+13,103619582,Alejandro,50%,f,6,6,Brooklyn,NY,11221,Apartment,Private room,2,1,1,1,Real Bed,$67.00 ,,,$300.00 ,$20.00 ,2,$20.00 ,7,80,9,8,9,8,8,9,strict,6,1.04
59121,https://www.airbnb.com/rooms/59121,2.0171E+13,204539,Mark,100%,f,5,5,Queens,NY,11385,Apartment,Entire home/apt,9,1,3,1,Real Bed,$185.00 ,,,$200.00 ,$100.00 ,6,$15.00 ,1,97,8,10,10,10,10,10,strict,5,0.02
16056652,https://www.airbnb.com/rooms/16056652,2.0171E+13,24953502,Noam,,t,1,1,New York,NY,10032,Apartment,Private room,2,1,1,1,Real Bed,$45.00 ,,,,$10.00 ,1,$30.00 ,5,96,9,8,10,10,9,10,moderate,1,0.51
19531313,https://www.airbnb.com/rooms/19531313,2.0171E+13,74178500,Jose,,f,1,1,New York,NY,10034,Apartment,Entire home/apt,2,1,1,1,Real Bed,$100.00 ,,,$250.00 ,,1,$0.00 ,0,,,,,,,,flexible,1,
16991814,https://www.airbnb.com/rooms/16991814,2.0171E+13,112456411,Samantha,94%,f,1,1,New York,NY,10032,Apartment,Entire home/apt,6,1,2,4,Real Bed,$82.00 ,,,,$150.00 ,1,$0.00 ,15,76,8,8,7,7,8,8,moderate,1,2.27
19998689,https://www.airbnb.com/rooms/19998689,2.0171E+13,2596096,Aleksandar,90%,f,1,1,Queens,NY,11103,House,Entire home/apt,4,1.5,2,2,Real Bed,$150.00 ,,,$250.00 ,$50.00 ,16,$0.00 ,1,100,10,10,10,10,10,10,strict,1,0.45
1806378,https://www.airbnb.com/rooms/1806378,2.0171E+13,1929442,Claudia And Leo,100%,t,2,2,Brooklyn,NY,11238,Apartment,Entire home/apt,4,2,2,2,Real Bed,$250.00 ,,"$7,200.00 ",$500.00 ,$40.00 ,1,$0.00 ,74,97,10,10,10,10,10,10,strict,1,1.56
1484310,https://www.airbnb.com/rooms/1484310,2.0171E+13,7727015,Lucie,,f,1,1,New York,NY,10002,Apartment,Entire home/apt,2,1,1,1,Real Bed,$120.00 ,,,$100.00 ,$80.00 ,2,$20.00 ,9,89,10,7,10,10,9,9,moderate,1,0.27
155158,https://www.airbnb.com/rooms/155158,2.0171E+13,671139,Stefanie,100%,t,1,1,New York,NY,10009,Apartment,Entire home/apt,3,1,1,1,Real Bed,$179.00 ,,"$3,200.00 ",$750.00 ,$90.00 ,2,$25.00 ,131,96,10,10,10,10,10,10,strict,1,1.72
9756996,https://www.airbnb.com/rooms/9756996,2.0171E+13,1587220,Blossom,,f,1,1,New York,NY,10014,Apartment,Entire home/apt,2,1,0,1,Real Bed,$240.00 ,,,$750.00 ,$100.00 ,1,$0.00 ,0,,,,,,,,strict,1,
9925926,https://www.airbnb.com/rooms/9925926,2.0171E+13,35913378,Bethany,100%,f,1,1,Brooklyn,NY,11238,Apartment,Entire home/apt,3,1,1,1,Real Bed,$175.00 ,,,$500.00 ,$50.00 ,3,$25.00 ,12,95,10,10,10,10,10,10,flexible,1,0.85
13968722,https://www.airbnb.com/rooms/13968722,2.0171E+13,10812002,"Oliver, Ruthea, And Deed",100%,f,3,3,New York,NY,10019,Apartment,Private room,2,1,1,1,Real Bed,$105.00 ,,,,$15.00 ,1,$0.00 ,3,100,10,10,10,10,10,10,flexible,3,0.23
20423928,https://www.airbnb.com/rooms/20423928,2.0171E+13,12570239,Rachel,83%,f,1,1,Brooklyn,NY,11216,Apartment,Private room,2,1,1,2,Real Bed,$85.00 ,,,,,1,$0.00 ,0,,,,,,,,moderate,1,
9146595,https://www.airbnb.com/rooms/9146595,2.0171E+13,835110,Charlotte,100%,t,1,1,Brooklyn,NY,11221,Apartment,Entire home/apt,4,2,1,3,Real Bed,$120.00 ,$775.00 ,"$3,000.00 ",$250.00 ,$40.00 ,2,$20.00 ,70,97,10,10,10,10,9,10,strict,1,2.99
21050522,https://www.airbnb.com/rooms/21050522,2.0171E+13,151639981,Julie,100%,f,1,1,Brooklyn,NY,11211,Apartment,Private room,2,1,1,1,Real Bed,$65.00 ,,,$0.00 ,$50.00 ,1,$0.00 ,0,,,,,,,,flexible,1,
9919959,https://www.airbnb.com/rooms/9919959,2.0171E+13,50790286,Apoorva Vinayak,100%,f,1,1,New York,NY,10034,Apartment,Private room,1,1,1,1,Real Bed,$60.00 ,$305.00 ,,$100.00 ,$40.00 ,1,$40.00 ,0,,,,,,,,strict,1,
